,번호,본문,요약문,중요단어,추출단어
1045,1054,"밀양향교 서쪽 서촌에 자리잡은 옛집으로, 조선 고종 8년(1871)에 지었다. 안채를 중심으로 ㄱ자형 사랑채와 곳간채가 ㅁ자형으로 배치되어 있다. 중문간채는 사랑채에 이어져 있으며 안마당을 중심으로 모든 공간이 연결되어 있고 문간채는 최근에 지은 것이다. 안채는 앞면 7칸·옆면 2칸 규모이며, 지붕은 옆면에서 볼 때 사람 인(人)자 모양인 맞배지붕이다. 앞쪽에 퇴칸이 있고 뒤쪽에는 부분적으로 퇴칸을 놓았다. 부엌을 늘려서 눈썹지붕으로 처리한 출입구가 특이하다. 사랑채는 앞면 4칸·옆면 2칸 규모로 지붕은 맞배지붕이다. 4칸이 직각으로 이어져 ㄱ자형을 이루고 있으며, 3칸 규모의 중문간채가 평행으로 연결되어 있다. 뒤쪽 툇마루와 안마당이 연결되고 있으며, 방의 수가 늘어나면서 기능의 분화가 이루어졌다.",밀양향교 서쪽 서촌에 자리한 옛집은 ㄱ자형 사랑채와 ㅁ자형 곳간채가 배치되었고 맞배지붕으로 지어졌다.,"분화,툇마루,조선,고종","밀양,향교,서쪽,촌,자리,집,조선,고종,중심,자형,사랑,채,곳간,채,자형,배치,중문,사랑,채,안마당,중심,모든,공간,연결,문간,최근,지은,것,앞,칸,옆면,칸,규모,지붕,옆면,볼,때,사람,인,자,모양,배,지붕,앞쪽,퇴칸,뒤쪽,부분,퇴칸,부엌,눈썹,지붕,처리,출입구,사랑,앞,칸,옆면,칸,규모,지붕,배,지붕,칸,직각,자형,칸,규모,중문,채,평행,연결,뒤쪽,툇마루,안마당,연결,방,수가,기능,분화"
1046,1055,"이 목조여래좌상은 서울 도봉산 도선사에 주석하셨던 청담스님께서 모시던 불상으로서 현재는 도선사의 포교당인 안동 세심사로 이안하여 소재하고 있다. 크기는 높이 85cm, 슬폭 37cm이며 상체는 비교적 길지만 목은 짧고 굵으며 어깨를 움츠리고 가슴은 평판적이다. 결가부좌한 하체는 길상좌인데 무릎 너비가 좁은 편이다. 사각형에 가까운 얼굴은 다소 평판적이지만 비교적 단정한 인상으로 조선후기 1700년대 전후의 불상 양식을 보여준다. 비록 조성기는 남아있지 않지만 강희 59년(1720)의 불상 개금기를 비롯하여 서지 및 전적류의 복장물이 발견되어 이 불상의 내력에 대하여 알 수 있다.",안동 세심사에 이안하여 소재하는 이 목조여래좌상은 전적류의 복장물 및 서지가 발견되어 불상의 내력을 알 수 있다.,"청담스님,포교,불상,조선,결가부좌,도선사","이,목조,여래,좌상,서울,도봉산,도선사,주석,청담스님,불상,현재,도선사,포교,안동,심사,이안,소재,크기,높이,슬폭,상체,비교,길,목,어깨,가슴,평판,결가부좌,하체,길,상좌,무릎,너비,편이,사각형,얼굴,다소,평판,비교,인상,조선,후기,전후,불상,양식,비록,조성기,강희,의,불상,개,금기,비롯,서지,및,전적,류,복장,물이,발견,이,불상,내력,대하,알,수"
1047,1056,"호미산성의 반대쪽 능선 정상부를 따라 분포한 무덤들이다. 현재 외형상으로 봉분을 가진 대형무덤이 30여기 인데, 그 외 주변에 많은 소형무덤이 더 있을 것으로 추정된다. 구조는 구덩식(수혈식)과 굴식(횡혈식)이 함께 섞여 있으며, 하나의 봉분 안에 2개 이상의 돌덧널(석곽)을 포함하는 여러널식(다곽식)도 있는 것으로 보인다. 내부는 가야의 전형적인 무덤형태로 자른 돌을 사용하여 내벽을 정연하게 쌓아 올렸다. 주변에서 수습된 유물과 무덤의 구조를 살펴볼 때 이 무덤들은 5세기 후반에서 6세기 전반경에 만들어진 것으로 추정된다. 의령 죽전리무덤들은 이 지역의 가야무덤에 대한 연구뿐만 아니라 당시의 사회상을 밝히는데 중요한 자료를 제공해 주는 유적이다.",의령 죽전리 무덤들은 5세기 후반에서 6세기 전반에 만들어진 것으로 추정되며 가야의 사회상과 이 지역의 가야 무덤에 대한 자료를 제공해 준다.,"돌덧널,다곽식,죽전리,석곽,횡혈식,가야","호미,산성,반대쪽,능선,정상,분포,무덤,현재,외형,봉분,대형,무덤,여기,그,외,주변,소형,무덤,더,것,추정,구조,덩,수혈,과,굴,횡혈식,이,하나,봉분,안,개,이상,돌덧널,석곽,포함,널,다곽식,도,것,내부,가야,전형,무덤,형태,돌,사용,벽,정연,주변,수습,유물,무덤,구조,때,이,무덤,세기,후반,세기,반경,것,추정,의령,죽전리,무덤,이,지역,가야,무덤,대한,연구,당시,사회,자료,제공,유적"
1048,1057,"예천 한천사 철조비로자나불좌상(醴泉 寒天寺 鐵造毘盧遮那佛坐像)은 광배(光背)와 대좌(臺座)가 없어진 높이 1.53m의 철조불상이다. 우아하면서도 침착한 인상을 풍기는 얼굴, 건장한 신체, 의젓한 앉음새, 탄력 있는 다리 등은 통일신라 후기 불상으로서는 보기 드문 뛰어난 기량을 나타내고 있다. 왼쪽 어깨를 감싸고 있는 옷은 어깨에서 내려오는 옷주름이 비교적 힘있어 보이고 자연스럽게 처리되었으나, 팔과 두 무릎의 주름에서는 형식화된 모습을 보이고 있다. 긴 상체, 평평한 콧잔등, 유난히 두드러진 인중 등에서 추상화된 경향이 대두되는 작품으로 당시 유행하던 철불상들 가운데 우수한 작품이라고 할 수 있다.",높이 1.53m의 예천 한천사 철조비로자나불좌상은 추상적 경향이 대두하던 시대의 작품이다.,"추상화,불상,비로자나불,통일신라","예천,천사,철,비로자나불,좌상,은,광배,대좌,높이,의,철,불상,인상,얼굴,신체,새,탄력,다리,등,통일신라,후기,불상,보기,기량,왼쪽,어깨,옷,어깨,옷,주름,비교,힘,보이,자연,처리,팔,두,무릎,주름,형식,모습,보이,상체,콧잔등,인중,등,추상화,경향,대두,작품,당시,유행,철,불상,가운데,작품,수"
1049,1058,"우리나라 최초의 근대식 건물로 1892년 프랑스인 신부 코스트가 설계·감독하였다. 길이 약 32m, 너비 12m의 십자형 평면 구조이며 비교적 소규모의 성당이다. 옆면 창은 처마 높이가 낮아 뾰족아치가 아닌 원형아치로 되어 있으나, 앞면의 출입구와 옆면 좌우로 돌출한 출입구 창 부분이 각기 뾰족아치를 이루어 고딕 모양을 하고 있다. 우리나라 최초의 서양식 교회건축이라는 점과, 순수한 고딕양식은 아니지만 벽돌로 된 고딕성당으로 후세의 한국 교회건축의 모범이 되었다. 그리고 천주교 박해시대에 수많은 순교자를 낸 서소문 밖 광장이 내려다보이는 곳에 서 있다는 장소의 역사성으로 한국 천주교회사와 건축사에 있어 중요한 의미를 지니고 있다.",프랑스인 신부 코스트가 설계·감독한 우리나라 최초의 서양식 교회는 벽돌로 된 고딕 양식으로 건축되어 이후 한국 교회건축의 모범이 되었다.,"천주교회,프랑스인,천주교,서소문","우리나라,최초,근대,건물,프랑스인,신부,코스트,설계,감독,길이,약,너비,의,십자,평면,구조,비교,소규모,성당,옆면,창,처마,높이,아치,원형,아치로,앞,의,출입구,옆면,좌우,돌출,출입구,창,부분,각기,아치,고딕,모양,우리나라,최초,양식,교회,건축,점,고딕,양식,벽돌,고딕,성당,후세,한국,교회,건축,모범,천주교,박해,시대,순교자,서소문,밖,광장,곳,장소,역사,한국,천주교회,건축사,의미,지니"
1050,1059,"부전대동계 자료는 모두 47점이며 이 자료들은 1663년에 중수되어 현재까지 운영되고 있는 공주시 우성면 부전동(뜸바골 ; 내산리, 한천리, 도천리, 신웅리 등의 4개리, 15개의 자연마을) 대동계 자료이다. 현존하는 부전대동계 문서 가운데 가장 오래된 것은 1663년(계묘)의 동계좌목으로, 이 좌목의 서문에 의하면, 임진왜란 이전부터 이 마을에서는 동계가 실시되었음을 알 수 있다. 대동계의 설립은 조선초기에 부전동에 입향하여 정착한 예안김씨를 위시하여 그 집안의 사위로 들어와서 정착하는 전주이씨, 강화최씨, 충주지씨 등이 주도하였다. 대동계는 1663년에 중수된 후, 130여년간 손질없이 운영되다가, 1792년과 1839년에 당시의 시대적 변화상에 맞추어 다시 중수되었다. 대동계는 상계와 하계로 구성되어 있었으며, 상계에는 계원의 명부인 좌목과, 계원이 죽은 후 그 명단이 수록되는 선안이 작성되어 운영되었다.",대동계는 예산 김씨의 사위들이 주도하였고 상계와 하계로 구성되며 시대적 변화상에 맞추어 고쳐졌다.,"계묘,계로,부전동,조선,임진왜란","부전,대동,자료,모두,점,이,자료,중수,현재,운영,공주시,우성면,부전동,뜸바골,산리,천리,도,천리,신웅리,등,개리,개,자연,마을,대동,자료,존,부전,대동,문서,가운데,가장,것,계묘,의,계좌,목,이,좌목,서문,임진왜란,이전,이,마을,동계,실시,알,수,대동,설립,조선,초기,부전동,입향,정착,안,김씨,위시,그,집안,사위,정착,전주이씨,강화,최씨,충주,지씨,등,대동,중수,후,년,손질,운영,당시,시대,변화,다시,중수,대동,상계,계로,구성,상계,계,명부,좌목,계,후,그,명단,수록,선,안이,작성,운영"
1051,1060,"윤도장(輪圖匠)은 24방위를 원으로 그려 넣은 풍수 지남침(指南針)을 제작하는 장인이다. 윤도는 남북방향을 가리키는 자석바늘을 이용하여 지관이 풍수(집터 또는 묘자리를 정함)를 알아볼 때나 천문과 여행분야에서 사용되는 필수도구이다. 명칭의 유래는 알 수 없으나 조선시대 문헌에 처음 나오고, 일명 나침반, 지남철, 지남반, 패철이라고도 한다.우리나라에서는 풍수지남침이 신라 후기부터 발달하였고, 고려 전기에는 풍수음양지리와 연결되어 땅의 형세를 보는 풍수가나 지관들에게 가장 중요한 기구로 사용되었다. 조선시대부터는 풍수가의 전용물에서 벗어나 여행자들도 사용하였으며, 특히 천문학자들에게는 휴대용 해시계에 정확한 남북을 가리키는 자오선을 정하는데 필수적이었다. 윤도는 중심의 지남침을 둘러싸고 24방위를 기본으로 하는 방위명들로 구성되어 있다. 거기에는 음양·오행·팔괘·십간·십이지가 들어 있다. 방위명 자체는 팔괘·십간·십이지가 조합되어 이루어져 있다.",윤도는 지남침을 중심으로 24방위를 나타내어 천문과 여행의 필수 도구로 사용된다.,"해시계,고려,음양,신라,음양지리,나침반","윤,도장,은,방위,원,풍수,지남침,제작,장인,윤도,남북,방향,자석,바늘,이용,지관,풍수,집터,묘,정함,를,때,천문,여행,분야,사용,필수,도구,명칭,유래,알,수,조선시대,문헌,처음,일명,나침반,남철,지남,반,패철,우리나라,풍수,지남침,신라,후기,발달,고려,전기,풍수,음양지리,연결,땅,형세,풍수,가나,지관,가장,기구,사용,조선시대,풍수,가의,전용,물,여행자,사용,천문학자,휴대,용,해시계,남북,자오선,정,필수,윤도,중심,지남침,방위,기본,방위,명,구성,거기,음양,오행,팔괘,십간,십이지,방위,자체,팔괘,십간,십이지,조합"
1052,1061,"소쩍새는의 몸길이는 약 20㎝이다. 우리나라 전지역에서 흔하게 번식하는 여름새로 낮에는 숲에서 휴식을 취하고 주로 밤에 활동한다. 곤충류나 거미류를 먹고 산다.  큰소쩍새의 몸길이는 약 24㎝이다. 머리와 등은 갈색이며 턱 밑과 아랫배는 희고, 눈은 붉은색이다. 우리나라에서는 텃새이나 겨울에는 북쪽에서 번식한 무리들이 남쪽으로 내려오며, 소쩍새보다 흔한 편이다. 낮에는 어두운 숲에서 쉬고 저녁부터 활동하는 야행성이다. 작은 새나 포유류, 양서류, 파충류, 곤충류 등을 먹고 산다.  올빼미와 부엉이류는 오염된 먹이로 인해서 생존에 위협을 받고 있으며 번식지를 비롯한 월동지와 서식지의 파괴, 인간에 의한 마구잡이 등의 원인으로 나날이 그 수가 감소하고 있다. 올빼미와 부엉이류는 국제적으로 보호되고 있는 새들로서 우리나라에서도 10종 중 7종을 천연기념물로 지정하여 보호하고 있다.","부엉이와 올빼미류는 오염된 먹이, 서식지 파괴 등으로 그 수가 감소하고 있는 새들로서 국제적으로 보호받고 있으며 우리나라에서도 10종 중 7종을 천연기념물로 지정했다.","올빼미,부엉이,소쩍새","소쩍새,의,몸,길이,약,우리나라,지역,번식,여름,낮,숲,휴식,취하,주로,밤,활동,곤충류,거미류,산다,소쩍새,몸,길이,약,머리,등,갈색,턱,밑,배,눈,은색,우리나라,텃새,겨울,북쪽,번식,무리,남쪽,소쩍새,편이,낮,어,두운,숲,쉬,저녁,활동,야행성,새,포유류,양서류,파충류,곤충류,등,산다,올빼미,부엉이,류,오염,먹이,생존,위협,번식,비롯,월,동지,서식지,파괴,인간,마구잡이,등,원인,나날이,그,수가,감소,올빼미,부엉이,류,국제,보호,새,로서,우리나라,종,중,종,천연기념물,지정,보호"
1053,1062,"덕계 오건(吳健,1521∼1574)과 그의 아들 오장(吳長), 오장의 스승 오한(吳한)의 문집책판으로, 모두 132매이다. 오건은 남명 조식의 문인으로, 한때 퇴계 이황에게서 공부를 배웠다. 어머님이 돌아가시자 움막을 짓고 3년간 묘를 지켰으며, 그 효성이 조정에 알려져 상을 받기도 했다. 명종 13년(1558)에 문과에 급제하여 정언을 거쳐 선조 4년(1571)에 이조좌랑으로 춘추관기사관을 겸해『명종실록』편찬에 참여하였다. 만년에는 고향에 돌아와 학문에 몰두하면서 여생을 보냈다. 『덕계선생문집』10권 5책은 순조 17년(1817)에 간행된 것이다. 『사호집』은 오장의 시문집으로 8권 4책으로 되어있다. 이 책은 강세황이 서문을 달고, 정지검이 발문을 쓴 것으로 보아 정조 6년(1782)경에 간행된 것으로 보인다. 『수호당실기』는 오한의 전기를 기록한 실기로서, 그 8대손인 오응규가 고종 1년(1864)에 간행한 것이다.",남명 조식의 문인인 오건은 이조좌랑으로 춘추관 기사관을 겸해 명종실록 편찬에 참여했고 만년에는 고향에서 학문에 몰두하며 여생을 보냈다.,"춘추관,이황,움막,명종,강세황,고종,정조","덕,오건,과,그,아들,오장,오장,스승,오한,의,문집,책판,모두,매,오건,남명,조식,문인,퇴계,이황,공부,어머님,움막,묘,그,효성,조정,상,명종,문과,급제,정언,선조,좌,춘추관,사관,겸,명종,실록,편찬,참여,만년,고향,학문,여생,덕,선생,문집,권,책,순조,간행,것,호집,은,오장,문집,권,책,이,책,강세황,서문,달,정지,검,발문,것,보아,정조,경,간행,것,수호,실기,오한,전기,기록,실기,로서,그,대손,응규,고종,간행,것"
1054,1063,"봉화유기는 500여년의 장구한 역사를 가지고 있으며, 전국의 많은 장인들에게 유기제조 기술을 전파한 우리나라 유기제조의 발상지이다.특히, 안성의 유기제조법도 봉화로 부터 전래되었다고 한다. 19세기초까지만 해도 봉화유기의 명성은 전국적으로 널리 알려져 이곳을 놋점거리라고 불리기도 했다. 이는 쇠를 녹이는데 필요한 숯의 생산이 쉽고 내성천의 풍부한 물이 천혜적인 입지조건이었기 때문이다.그러나 1919년 태백산 일대의 산림벌채 금지조치와 일제말기의 시대적 변화에 이기지 못하여 쇠퇴해 버렸고 현재 두가구만 겨우 옛 명성의 명맥을 유지하고 있는 실정이다.타 지방의 경우 시설과 공구가 현대화 되어 옛 모습을 잃어가는 추세이나 봉화의 유기는 아직까지 수제작의 옛 기법을 그대로 이어가고 있다.",봉화유기는 500년의 역사를 지닌 유기제조 기술을 전국적으로 전파하여 놋점거리로 불리기도 하였고 타 지방의 시설과 공구와 달리 수제작의 옛 기법을 계승하고 있다.,"벌채,안성,봉화로,발상,봉화,놋점거리,내성천","봉화,유기,년,장구,역사,가지,전국,장인,유기,제조,기술,전파,우리나라,유기,제조,발상,안성,유기,제조법,봉화로,부터,전래,기초,해도,봉화,유기,명성,전국,널리,곳,놋점거리,불리,기도,쇠,숯,생산,내성천,물이,혜,입지,조건,때문,태백산,일대,산림,벌채,금지,조치,말기,시대,변화,이기,현재,가구,겨우,명성,명맥,유지,실정,타,지방,경우,시설,공구,대화,모습,추세,봉화,유기,제작,기법,그대로,어가"
